query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
SUPERPANG_0_length=171158_63_1,1219375.CM002139_gene3026,4.01E-125,356,"COG0835@1|root,COG0835@2|Bacteria,1RCIR@1224|Proteobacteria,1S61F@1236|Gammaproteobacteria,1X5IW@135614|Xanthomonadales",135614|Xanthomonadales,NT,chemotaxis signal transduction protein,pilI,-,-,ko:K02659,"ko02020,ko02025,map02020,map02025",-,-,-,"ko00000,ko00001,ko02035,ko02044",-,-,-,CheW
SUPERPANG_0_length=171158_64_1,190486.XAC3101,2.29E-79,236,"COG0745@1|root,COG0745@2|Bacteria,1N6AI@1224|Proteobacteria,1SBV3@1236|Gammaproteobacteria,1X7E7@135614|Xanthomonadales",135614|Xanthomonadales,KT,Response regulator receiver domain,pilH,-,-,ko:K02658,"ko02020,ko02025,map02020,map02025",M00507,-,-,"ko00000,ko00001,ko00002,ko02022,ko02035,ko02044",-,-,-,Response_reg
SUPERPANG_0_length=171158_65_1,1094184.KWO_0111150,1.04E-77,232,"COG0745@1|root,COG0745@2|Bacteria,1RDYB@1224|Proteobacteria,1S4CZ@1236|Gammaproteobacteria,1X6HP@135614|Xanthomonadales",135614|Xanthomonadales,KT,response regulator,pilG,-,-,ko:K02657,"ko02020,ko02025,map02020,map02025",M00507,-,-,"ko00000,ko00001,ko00002,ko02022,ko02035,ko02044",-,-,-,Response_reg
SUPERPANG_0_length=171158_66_1,316273.XCV3234,9.03E-228,627,"COG0189@1|root,COG0189@2|Bacteria,1MVUA@1224|Proteobacteria,1RMU0@1236|Gammaproteobacteria,1X3UD@135614|Xanthomonadales",135614|Xanthomonadales,H,Belongs to the prokaryotic GSH synthase family,gshB,"GO:0003674,GO:0003824,GO:0004363,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006518,GO:0006575,GO:0006749,GO:0006750,GO:0006790,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0019184,GO:0034641,GO:0042398,GO:0043043,GO:0043603,GO:0043604,GO:0044237,GO:0044249,GO:0044271,GO:0044272,GO:0044424,GO:0044464,GO:0051186,GO:0051188,GO:0071704,GO:1901564,GO:1901566,GO:1901576",6.3.2.3,ko:K01920,"ko00270,ko00480,ko01100,map00270,map00480,map01100",M00118,"R00497,R10994","RC00096,RC00141","ko00000,ko00001,ko00002,ko01000",-,-,-,"GSH-S_ATP,GSH-S_N"
SUPERPANG_0_length=171158_67_1,190486.XAC3104,1.77E-201,558,"COG0810@1|root,COG0810@2|Bacteria,1R330@1224|Proteobacteria,1RQAX@1236|Gammaproteobacteria,1XCS6@135614|Xanthomonadales",135614|Xanthomonadales,M,Periplasmic protein TonB links inner and outer membranes,-,-,-,ko:K03832,-,-,-,-,"ko00000,ko02000",2.C.1.1,-,-,TonB_C
SUPERPANG_0_length=171158_68_1,316273.XCV3236,4.20E-56,177,"COG1397@1|root,COG1397@2|Bacteria,1NTUR@1224|Proteobacteria,1RMPE@1236|Gammaproteobacteria,1X7ZJ@135614|Xanthomonadales",135614|Xanthomonadales,O,ADP-ribosylglycohydrolase,draG,-,3.2.2.24,ko:K05521,-,-,-,-,"ko00000,ko01000",-,-,-,ADP_ribosyl_GH
SUPERPANG_0_length=171158_70_1,1219375.CM002139_gene3031,2.34E-49,167,"COG1397@1|root,COG1397@2|Bacteria,1NTUR@1224|Proteobacteria,1RMPE@1236|Gammaproteobacteria,1X7ZJ@135614|Xanthomonadales",135614|Xanthomonadales,O,ADP-ribosylglycohydrolase,draG,-,3.2.2.24,ko:K05521,-,-,-,-,"ko00000,ko01000",-,-,-,ADP_ribosyl_GH
SUPERPANG_0_length=171158_71_1,316273.XCV3237,1.81E-89,261,"COG1397@1|root,COG1397@2|Bacteria,1NTUR@1224|Proteobacteria,1RMPE@1236|Gammaproteobacteria,1X7ZJ@135614|Xanthomonadales",135614|Xanthomonadales,O,ADP-ribosylglycohydrolase,draG,-,3.2.2.24,ko:K05521,-,-,-,-,"ko00000,ko01000",-,-,-,ADP_ribosyl_GH
SUPERPANG_0_length=171158_72_1,316273.XCV3238,1.85E-152,430,"COG1214@1|root,COG1214@2|Bacteria,1MXPH@1224|Proteobacteria,1RPYX@1236|Gammaproteobacteria,1X633@135614|Xanthomonadales",135614|Xanthomonadales,O,glycoprotease,-,-,-,ko:K14742,-,-,-,-,"ko00000,ko03016",-,-,-,Peptidase_M22
SUPERPANG_0_length=171158_73_1,316273.XCV3239,0,1299,"COG1199@1|root,COG1199@2|Bacteria,1MVCU@1224|Proteobacteria,1RMNX@1236|Gammaproteobacteria,1X3ZE@135614|Xanthomonadales",135614|Xanthomonadales,KL,Helicase,yoaA,-,3.6.4.12,ko:K03722,-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"DEAD,Helicase_C_2,ResIII"
SUPERPANG_0_length=171158_74_1,316273.XCV3240,1.38E-90,268,"COG0457@1|root,COG0457@2|Bacteria,1N3T7@1224|Proteobacteria,1T1KY@1236|Gammaproteobacteria,1X6RJ@135614|Xanthomonadales",135614|Xanthomonadales,S,Tetratricopeptide repeat,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_0_length=171158_75_1,190486.XAC3109,0,1594,"COG0744@1|root,COG0744@2|Bacteria,1QTST@1224|Proteobacteria,1RNHV@1236|Gammaproteobacteria,1X479@135614|Xanthomonadales",135614|Xanthomonadales,M,Cell wall formation. Synthesis of cross-linked peptidoglycan from the lipid intermediates. The enzyme has a penicillin-insensitive transglycosylase N-terminal domain (formation of linear glycan strands) and a penicillin-sensitive transpeptidase C-terminal domain (cross-linking of the peptide subunits),mrcB,-,"2.4.1.129,3.4.16.4",ko:K05365,"ko00550,map00550",-,R04519,"RC00005,RC00049","ko00000,ko00001,ko01000,ko01003,ko01011",-,GT51,-,"Transgly,Transpeptidase,UB2H"
SUPERPANG_0_length=171158_76_1,190486.XAC3110,0,1369,"COG0438@1|root,COG1216@1|root,COG0438@2|Bacteria,COG1216@2|Bacteria,1MVIM@1224|Proteobacteria,1RPB8@1236|Gammaproteobacteria,1X3GZ@135614|Xanthomonadales",135614|Xanthomonadales,M,Glycosyl transferase,-,-,-,ko:K20444,-,-,-,-,"ko00000,ko01000,ko01005,ko02000",4.D.1.3,"GT2,GT4",-,"Glyco_trans_1_4,Glycos_transf_2"
SUPERPANG_0_length=171158_77_1,316273.XCV3243,6.46E-302,829,"COG4783@1|root,COG4783@2|Bacteria,1QU1C@1224|Proteobacteria,1S9U6@1236|Gammaproteobacteria,1X4QZ@135614|Xanthomonadales",135614|Xanthomonadales,S,chaperone-mediated protein folding,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_0_length=171158_78_1,316273.XCV3244,0,1404,"COG0317@1|root,COG0317@2|Bacteria,1MU44@1224|Proteobacteria,1RN3H@1236|Gammaproteobacteria,1X3FJ@135614|Xanthomonadales",135614|Xanthomonadales,KT,In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance,relA,-,2.7.6.5,ko:K00951,"ko00230,map00230",-,R00429,"RC00002,RC00078","ko00000,ko00001,ko01000",-,-,-,"ACT_4,HD_4,RelA_SpoT,TGS"
SUPERPANG_0_length=171158_79_1,316273.XCV3245,4.60E-217,598,"COG1235@1|root,COG1235@2|Bacteria,1MWI5@1224|Proteobacteria,1RMM9@1236|Gammaproteobacteria,1X5KB@135614|Xanthomonadales",135614|Xanthomonadales,S,May be involved in the transport of PQQ or its precursor to the periplasm,pqqB,-,-,ko:K06136,-,-,-,-,ko00000,-,-,-,Lactamase_B_2
SUPERPANG_0_length=171158_80_1,316273.XCV3246,6.64E-181,503,"COG5424@1|root,COG5424@2|Bacteria,1MW7G@1224|Proteobacteria,1RP1V@1236|Gammaproteobacteria,1X421@135614|Xanthomonadales",135614|Xanthomonadales,H,"Ring cyclization and eight-electron oxidation of 3a-(2- amino-2-carboxyethyl)-4,5-dioxo-4,5,6,7,8,9-hexahydroquinoline- 7,9-dicarboxylic-acid to PQQ",pqqC,-,1.3.3.11,ko:K06137,-,-,-,-,"ko00000,ko01000",-,-,-,TENA_THI-4
SUPERPANG_0_length=171158_81_1,316273.XCV3247,9.20E-57,176,"COG0535@1|root,COG0535@2|Bacteria,1N7TR@1224|Proteobacteria,1SGPK@1236|Gammaproteobacteria,1X863@135614|Xanthomonadales",135614|Xanthomonadales,S,Pyrroloquinoline quinone biosynthesis protein D,pqqD,-,-,ko:K06138,-,-,-,-,ko00000,-,-,-,PqqD
SUPERPANG_0_length=171158_82_1,316273.XCV3248,2.38E-274,749,"COG0535@1|root,COG0535@2|Bacteria,1MUQP@1224|Proteobacteria,1RMR1@1236|Gammaproteobacteria,1X32K@135614|Xanthomonadales",135614|Xanthomonadales,H,Belongs to the radical SAM superfamily. PqqE family,pqqE,-,-,ko:K06139,-,-,-,-,ko00000,-,-,-,"Fer4_12,Radical_SAM,SPASM"
SUPERPANG_0_length=171158_83_1,316273.XCV3249,3.83E-114,328,"2ET5N@1|root,33KPQ@2|Bacteria,1NG8Z@1224|Proteobacteria,1SH39@1236|Gammaproteobacteria,1X73G@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_0_length=171158_84_1,316273.XCV3250,0,989,"COG4287@1|root,COG4287@2|Bacteria,1NP5V@1224|Proteobacteria,1RS87@1236|Gammaproteobacteria,1X5II@135614|Xanthomonadales",135614|Xanthomonadales,S,PhoPQ-activated pathogenicity-related protein,-,-,-,-,-,-,-,-,-,-,-,-,PhoPQ_related
SUPERPANG_0_length=171158_85_1,316273.XCV3251,1.98E-222,614,"COG0837@1|root,COG0837@2|Bacteria,1MVFI@1224|Proteobacteria,1RNUY@1236|Gammaproteobacteria,1X2YT@135614|Xanthomonadales",135614|Xanthomonadales,G,Belongs to the bacterial glucokinase family,glk2,-,2.7.1.2,ko:K00845,"ko00010,ko00052,ko00500,ko00520,ko00521,ko00524,ko01100,ko01110,ko01120,ko01130,ko01200,map00010,map00052,map00500,map00520,map00521,map00524,map01100,map01110,map01120,map01130,map01200","M00001,M00549","R00299,R01600,R01786","RC00002,RC00017","ko00000,ko00001,ko00002,ko01000",-,-,-,Glucokinase
SUPERPANG_0_length=171158_86_1,316273.XCV3252,0,1754,"COG1629@1|root,COG1629@2|Bacteria,COG4771@2|Bacteria,1MV8W@1224|Proteobacteria,1RMQA@1236|Gammaproteobacteria,1X3B5@135614|Xanthomonadales",135614|Xanthomonadales,P,receptor,-,-,-,ko:K02014,-,-,-,-,"ko00000,ko02000",1.B.14,-,-,"Plug,TonB_dep_Rec"
SUPERPANG_0_length=171158_87_1,316273.XCV3253,0,2646,"COG1643@1|root,COG1643@2|Bacteria,1MUEQ@1224|Proteobacteria,1RMU1@1236|Gammaproteobacteria,1X3EJ@135614|Xanthomonadales",135614|Xanthomonadales,L,Helicase,hrpA,-,3.6.4.13,ko:K03578,-,-,-,-,"ko00000,ko01000",-,-,-,"AAA_22,DEAD,DUF3418,HA2,Helicase_C,OB_NTP_bind"
SUPERPANG_0_length=171158_88_1,190486.XAC3123,9.76E-129,365,"COG0783@1|root,COG0783@2|Bacteria,1RAC5@1224|Proteobacteria,1S2H7@1236|Gammaproteobacteria,1X5BT@135614|Xanthomonadales",135614|Xanthomonadales,P,Belongs to the Dps family,dpsA,-,-,ko:K04047,-,-,-,-,"ko00000,ko03036",-,-,-,Ferritin
SUPERPANG_0_length=171158_89_1,190486.XAC3124,0,1179,"COG0514@1|root,COG0514@2|Bacteria,1MVGG@1224|Proteobacteria,1RMPG@1236|Gammaproteobacteria,1X3DB@135614|Xanthomonadales",135614|Xanthomonadales,L,DNA helicase,recQ,-,3.6.4.12,ko:K03654,"ko03018,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"DEAD,HRDC,Helicase_C,RQC,RecQ_Zn_bind"
SUPERPANG_0_length=171158_90_1,316273.XCV3256,2.76E-113,325,"2AFQ4@1|root,315RY@2|Bacteria,1QDZX@1224|Proteobacteria,1TA97@1236|Gammaproteobacteria,1X8N3@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_0_length=171158_91_1,316273.XCV3257,2.74E-91,267,"COG0784@1|root,COG0784@2|Bacteria,1RM32@1224|Proteobacteria,1SYVG@1236|Gammaproteobacteria,1XCT3@135614|Xanthomonadales",135614|Xanthomonadales,T,cheY-homologous receiver domain,-,-,-,-,-,-,-,-,-,-,-,-,Response_reg
SUPERPANG_0_length=171158_92_1,316273.XCV3258,1.52E-149,424,"2E1J6@1|root,32WWW@2|Bacteria,1N539@1224|Proteobacteria",1224|Proteobacteria,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_0_length=171158_94_1,316273.XCV3259,2.21E-163,457,"COG1187@1|root,COG1187@2|Bacteria,1REW2@1224|Proteobacteria,1S6WY@1236|Gammaproteobacteria,1X34K@135614|Xanthomonadales",135614|Xanthomonadales,J,Belongs to the pseudouridine synthase RsuA family,rsuA1,-,5.4.99.21,ko:K06182,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,S4
SUPERPANG_0_length=171158_96_1,316273.XCV3261,0,1202,"COG0840@1|root,COG5000@1|root,COG0840@2|Bacteria,COG5000@2|Bacteria,1MU9B@1224|Proteobacteria,1RMH0@1236|Gammaproteobacteria,1X3KX@135614|Xanthomonadales",135614|Xanthomonadales,NT,chemotaxis protein,-,-,-,"ko:K03406,ko:K05874","ko02020,ko02030,map02020,map02030",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"4HB_MCP_1,HAMP,MCPsignal"
SUPERPANG_0_length=171158_97_1,316273.XCV3263,1.99E-143,405,"COG1279@1|root,COG1279@2|Bacteria,1RD6B@1224|Proteobacteria,1RR03@1236|Gammaproteobacteria,1X7E6@135614|Xanthomonadales",135614|Xanthomonadales,S,LysE type translocator,yggA,-,-,ko:K06895,-,-,-,-,"ko00000,ko02000",2.A.75.1,-,-,LysE
SUPERPANG_0_length=171158_98_1,316273.XCV3264,3.75E-212,586,"COG0583@1|root,COG0583@2|Bacteria,1MWUP@1224|Proteobacteria,1RNIC@1236|Gammaproteobacteria,1X9RV@135614|Xanthomonadales",135614|Xanthomonadales,K,transcriptional regulator,iciA,-,-,ko:K05596,-,-,-,-,"ko00000,ko03000,ko03036",-,-,-,"HTH_1,LysR_substrate"
SUPERPANG_0_length=171158_99_1,316273.XCV3266,8.34E-77,229,"COG0784@1|root,COG0784@2|Bacteria,1N70P@1224|Proteobacteria,1SSTX@1236|Gammaproteobacteria,1X8FE@135614|Xanthomonadales",135614|Xanthomonadales,T,cheY-homologous receiver domain,exsF,-,-,-,-,-,-,-,-,-,-,-,Response_reg
SUPERPANG_0_length=171158_100_1,316273.XCV3267,6.23E-247,680,"COG3920@1|root,COG5002@1|root,COG3920@2|Bacteria,COG5002@2|Bacteria,1R5EN@1224|Proteobacteria,1T1KX@1236|Gammaproteobacteria,1XD4G@135614|Xanthomonadales",135614|Xanthomonadales,T,Histidine kinase,exsG,-,-,-,-,-,-,-,-,-,-,-,"HWE_HK,PAS_4"
SUPERPANG_0_length=171158_101_1,360094.PXO_01572,1.90E-158,444,"COG0603@1|root,COG0603@2|Bacteria,1MU5V@1224|Proteobacteria,1RMG9@1236|Gammaproteobacteria,1X3TT@135614|Xanthomonadales",135614|Xanthomonadales,F,Catalyzes the ATP-dependent conversion of 7-carboxy-7- deazaguanine (CDG) to 7-cyano-7-deazaguanine (preQ(0)),queC,-,6.3.4.20,ko:K06920,"ko00790,ko01100,map00790,map01100",-,R09978,RC00959,"ko00000,ko00001,ko01000,ko03016",-,-,-,QueC
SUPERPANG_0_length=171158_102_1,325777.GW15_0214255,5.08E-169,471,"COG0602@1|root,COG0602@2|Bacteria,1MUJ2@1224|Proteobacteria,1RNQZ@1236|Gammaproteobacteria,1X4FR@135614|Xanthomonadales",135614|Xanthomonadales,H,"Catalyzes the complex heterocyclic radical-mediated conversion of 6-carboxy-5,6,7,8-tetrahydropterin (CPH4) to 7- carboxy-7-deazaguanine (CDG), a step common to the biosynthetic pathways of all 7-deazapurine-containing compounds",queE,-,4.3.99.3,ko:K10026,"ko00790,ko01100,map00790,map01100",-,R10002,RC02989,"ko00000,ko00001,ko01000,ko03016",-,-,-,"Fer4_14,Radical_SAM"
SUPERPANG_0_length=171158_103_1,316273.XCV3270,1.94E-152,433,"COG1729@1|root,COG1729@2|Bacteria,1MUSV@1224|Proteobacteria,1RQWA@1236|Gammaproteobacteria,1X5DD@135614|Xanthomonadales",135614|Xanthomonadales,D,Mediates coordination of peptidoglycan synthesis and outer membrane constriction during cell division,cpoB,-,-,-,-,-,-,-,-,-,-,-,"TPR_16,TPR_6,TolA_bind_tri"
SUPERPANG_0_length=171158_104_1,316273.XCV3271,1.77E-117,336,"COG2885@1|root,COG2885@2|Bacteria,1MZTV@1224|Proteobacteria,1S8RG@1236|Gammaproteobacteria,1X5FX@135614|Xanthomonadales",135614|Xanthomonadales,M,Belongs to the ompA family,pal,-,-,ko:K03640,-,-,-,-,"ko00000,ko02000",2.C.1.2,-,-,OmpA
SUPERPANG_0_length=171158_105_1,190486.XAC3142,3.68E-250,694,"COG0823@1|root,COG0823@2|Bacteria,1MV09@1224|Proteobacteria,1RMCY@1236|Gammaproteobacteria,1X3CZ@135614|Xanthomonadales",135614|Xanthomonadales,U,Involved in the TonB-independent uptake of proteins,tolB,-,-,ko:K03641,-,-,-,-,"ko00000,ko02000",2.C.1.2,-,-,"PD40,TolB_N"
SUPERPANG_0_length=171158_106_1,316273.XCV3273,1.63E-197,553,"COG3064@1|root,COG3064@2|Bacteria,1RKZU@1224|Proteobacteria,1S72T@1236|Gammaproteobacteria,1X3C2@135614|Xanthomonadales",135614|Xanthomonadales,M,Membrane protein TolA,tolA,-,-,ko:K03646,-,-,-,-,"ko00000,ko02000",2.C.1.2,-,-,TonB_2
SUPERPANG_0_length=171158_107_1,190486.XAC3144,1.25E-90,266,"COG0848@1|root,COG0848@2|Bacteria,1MZ6M@1224|Proteobacteria,1S8RS@1236|Gammaproteobacteria,1X76R@135614|Xanthomonadales",135614|Xanthomonadales,U,Biopolymer transporter TolR,tolR,-,-,ko:K03560,-,-,-,-,"ko00000,ko02000",1.A.30.2.2,-,-,ExbD
SUPERPANG_0_length=171158_108_1,316273.XCV3275,2.08E-168,472,"COG0811@1|root,COG0811@2|Bacteria,1NCWW@1224|Proteobacteria,1RMD4@1236|Gammaproteobacteria,1X41S@135614|Xanthomonadales",135614|Xanthomonadales,U,TolQ protein,tolQ,-,-,ko:K03562,"ko01120,map01120",-,-,-,"ko00000,ko02000",1.A.30.2.2,-,-,MotA_ExbB
SUPERPANG_0_length=171158_109_1,316273.XCV3276,2.53E-105,304,"COG0824@1|root,COG0824@2|Bacteria,1MZH6@1224|Proteobacteria,1S93F@1236|Gammaproteobacteria,1X6W5@135614|Xanthomonadales",135614|Xanthomonadales,S,Acyl-CoA thioesterase,-,-,-,ko:K07107,-,-,-,-,"ko00000,ko01000",-,-,-,4HBT
SUPERPANG_0_length=171158_110_1,316273.XCV3277,3.91E-244,671,"COG2255@1|root,COG2255@2|Bacteria,1MU38@1224|Proteobacteria,1RNWY@1236|Gammaproteobacteria,1X2XF@135614|Xanthomonadales",135614|Xanthomonadales,L,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing",ruvB,-,3.6.4.12,ko:K03551,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"RuvB_C,RuvB_N"
SUPERPANG_0_length=171158_111_1,316273.XCV3278,1.10E-279,763,"2CDI6@1|root,2ZGWJ@2|Bacteria,1P829@1224|Proteobacteria",1224|Proteobacteria,S,SMI1 / KNR4 family,-,-,-,-,-,-,-,-,-,-,-,-,"SMI1_KNR4,SUKH_6"
SUPERPANG_0_length=171158_112_1,316273.XCV3279,0,1252,"COG3158@1|root,COG3158@2|Bacteria,1MUVH@1224|Proteobacteria,1RPM6@1236|Gammaproteobacteria,1X3P7@135614|Xanthomonadales",135614|Xanthomonadales,P,Transport of potassium into the cell,kup,"GO:0003674,GO:0005215,GO:0005575,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0008150,GO:0008324,GO:0009987,GO:0015075,GO:0015077,GO:0015079,GO:0015318,GO:0015672,GO:0016020,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0046873,GO:0051179,GO:0051234,GO:0055085,GO:0071804,GO:0071805,GO:0098655,GO:0098660,GO:0098662",-,ko:K03549,-,-,-,-,"ko00000,ko02000",2.A.72,-,-,K_trans
SUPERPANG_0_length=171158_113_1,316273.XCV3280,3.76E-132,375,"COG0632@1|root,COG0632@2|Bacteria,1MWJR@1224|Proteobacteria,1RMET@1236|Gammaproteobacteria,1X373@135614|Xanthomonadales",135614|Xanthomonadales,L,"The RuvA-RuvB complex in the presence of ATP renatures cruciform structure in supercoiled DNA with palindromic sequence, indicating that it may promote strand exchange reactions in homologous recombination. RuvAB is a helicase that mediates the Holliday junction migration by localized denaturation and reannealing. RuvA stimulates, in the presence of DNA, the weak ATPase activity of RuvB",ruvA,-,3.6.4.12,ko:K03550,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"HHH_5,RuvA_C,RuvA_N"
SUPERPANG_0_length=171158_114_1,316273.XCV3281,8.41E-117,335,"COG0817@1|root,COG0817@2|Bacteria,1MUJI@1224|Proteobacteria,1RQPJ@1236|Gammaproteobacteria,1X685@135614|Xanthomonadales",135614|Xanthomonadales,L,Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group,ruvC,"GO:0000725,GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004520,GO:0004536,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008821,GO:0009058,GO:0009059,GO:0009987,GO:0016787,GO:0016788,GO:0016889,GO:0016894,GO:0031297,GO:0032991,GO:0033554,GO:0034641,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044424,GO:0044464,GO:0045005,GO:0046483,GO:0048476,GO:0050896,GO:0051716,GO:0071704,GO:0071932,GO:0090304,GO:0090305,GO:0140097,GO:1901360,GO:1901576",3.1.22.4,ko:K01159,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,RuvC
SUPERPANG_0_length=171158_115_1,316273.XCV3282,2.20E-166,466,"COG0217@1|root,COG0217@2|Bacteria,1MW3X@1224|Proteobacteria,1RP5N@1236|Gammaproteobacteria,1X40G@135614|Xanthomonadales",135614|Xanthomonadales,K,transcriptional regulatory protein,-,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,-,Transcrip_reg
SUPERPANG_0_length=171158_116_1,316273.XCV3283,6.91E-138,392,"COG1075@1|root,COG1075@2|Bacteria,1N2W0@1224|Proteobacteria,1S2JW@1236|Gammaproteobacteria,1XD7N@135614|Xanthomonadales",135614|Xanthomonadales,S,Alpha/beta hydrolase family,-,-,-,-,-,-,-,-,-,-,-,-,Abhydrolase_6
SUPERPANG_0_length=171158_117_1,1163409.UUA_09591,1.42E-27,103,"COG2963@1|root,COG2963@2|Bacteria,1MZ3D@1224|Proteobacteria,1S9EI@1236|Gammaproteobacteria,1X7V9@135614|Xanthomonadales",135614|Xanthomonadales,L,Transposase,-,-,-,ko:K07497,-,-,-,-,ko00000,-,-,-,HTH_Tnp_1
SUPERPANG_0_length=171158_118_1,1205753.A989_17943,1.47E-289,820,"COG1472@1|root,COG1566@1|root,COG1472@2|Bacteria,COG1566@2|Bacteria,1QVR9@1224|Proteobacteria,1T2HQ@1236|Gammaproteobacteria,1X700@135614|Xanthomonadales",135614|Xanthomonadales,V,Metallo-peptidase family M12,-,-,-,-,-,-,-,-,-,-,-,-,"Reprolysin_4,VCBS"
SUPERPANG_0_length=171158_119_1,316273.XCV3284,7.83E-123,350,"COG0454@1|root,COG0456@2|Bacteria,1RDH4@1224|Proteobacteria,1SCMT@1236|Gammaproteobacteria,1X66P@135614|Xanthomonadales",135614|Xanthomonadales,K,acetyltransferase,-,-,2.3.1.57,ko:K22441,-,-,-,-,"ko00000,ko01000",-,-,-,"Acetyltransf_1,Acetyltransf_10"
SUPERPANG_0_length=171158_120_1,366649.XFF4834R_chr14740,0,1153,"COG0173@1|root,COG0173@2|Bacteria,1MUXB@1224|Proteobacteria,1RNMI@1236|Gammaproteobacteria,1X38N@135614|Xanthomonadales",135614|Xanthomonadales,J,Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp),aspS,-,6.1.1.12,ko:K01876,"ko00970,map00970","M00359,M00360",R05577,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029",-,-,-,"GAD,tRNA-synt_2,tRNA_anti-codon"
SUPERPANG_0_length=171158_121_1,190486.XAC3155,4.51E-186,516,"2DKZK@1|root,310GY@2|Bacteria,1NQ6H@1224|Proteobacteria,1SXM2@1236|Gammaproteobacteria,1X755@135614|Xanthomonadales",135614|Xanthomonadales,S,Protein of unknown function (DUF3011),-,-,-,-,-,-,-,-,-,-,-,-,DUF3011
SUPERPANG_0_length=171158_122_1,316273.XCV3288,3.11E-64,196,"COG2331@1|root,COG2331@2|Bacteria,1N6Q9@1224|Proteobacteria,1SCJS@1236|Gammaproteobacteria,1X86G@135614|Xanthomonadales",135614|Xanthomonadales,S,"Regulatory protein, FmdB family",-,-,-,-,-,-,-,-,-,-,-,-,Zn-ribbon_8
SUPERPANG_0_length=171158_123_1,316273.XCV3289,1.02E-277,761,"COG0477@1|root,COG2814@2|Bacteria,1MVUF@1224|Proteobacteria,1RP39@1236|Gammaproteobacteria,1X3HY@135614|Xanthomonadales",135614|Xanthomonadales,EGP,Permeases of the major facilitator superfamily,ycaD,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,Sugar_tr"
SUPERPANG_0_length=171158_124_1,316273.XCV3290,0,1589,"COG4772@1|root,COG4772@2|Bacteria,1NTC4@1224|Proteobacteria,1RPFQ@1236|Gammaproteobacteria,1X4W7@135614|Xanthomonadales",135614|Xanthomonadales,M,TonB-dependent receptor,-,-,-,-,-,-,-,-,-,-,-,-,"Plug,TonB_dep_Rec"
